Employee_ID,Age,Gender,Department,Education,Years_at_Company,Trainings_Completed,Certifications,Salary_LPA,Promotion_Last_Year,Past_Performance_Rating,Role_History,Current_Role
333,16,M,Sales,Diploma,2,2,0,7.7,0,Low,Senior Sales Associate > Senior Sales Associate,Senior Sales Associate
334,20,F,Marketing,Bachelors,1,3,0,6.8,0,Medium,Senior Marketing Associate,Senior Marketing Associate
335,28,M,Operations,Diploma,2,7,0,7.5,0,Medium,Ops Associate,Ops Associate
336,23,M,Engineering,Diploma,4,2,0,9.0,0,Medium,Engineer,Engineer
337,31,F,Marketing,Masters,2,2,1,7.2,0,Medium,Senior Marketing Associate > Brand Lead,Brand Lead
338,29,F,Sales,Bachelors,6,3,0,8.2,0,Low,Team Lead (Sales),Team Lead (Sales)
339,28,F,Sales,Bachelors,3,3,0,7.8,0,Medium,Sales Associate > Sales Associate,Sales Associate
340,29,F,Finance,Masters,4,5,0,8.8,0,High,Senior Analyst,Senior Analyst
341,25,M,Finance,Bachelors,0,3,0,4.3,0,Low,Analyst > Senior Analyst > Senior Analyst,Senior Analyst
342,35,F,Marketing,Bachelors,2,3,0,5.7,0,Low,Senior Marketing Associate,Senior Marketing Associate
343,31,F,Marketing,Bachelors,6,0,0,8.4,0,Low,Marketing Associate > Marketing Associate,Marketing Associate
344,30,M,Finance,Bachelors,3,7,0,6.3,0,Medium,Team Lead (Finance) > Finance Manager > Finance Manager,Finance Manager
345,27,M,Marketing,Bachelors,5,4,0,7.0,0,Medium,Brand Lead > Marketing Manager > Marketing Manager > Marketing Manager,Marketing Manager
346,39,F,Operations,Masters,3,1,1,5.0,0,Low,Ops Associate,Ops Associate
347,28,F,Finance,Masters,1,3,0,8.1,0,Medium,Senior Analyst > Senior Analyst,Senior Analyst
348,33,F,Marketing,Diploma,3,1,0,6.0,0,Medium,Brand Lead,Brand Lead
349,30,F,Engineering,Diploma,2,2,0,7.1,0,Low,Senior Engineer > Tech Lead,Tech Lead
350,35,M,Sales,Bachelors,2,6,0,7.1,1,High,Senior Sales Associate,Senior Sales Associate
351,18,F,Finance,Bachelors,5,5,0,8.3,0,Medium,Analyst > Analyst > Senior Analyst,Senior Analyst
352,29,M,Finance,Bachelors,3,3,1,6.5,0,Medium,Team Lead (Finance) > Finance Manager,Finance Manager
353,30,F,Engineering,Masters,4,3,1,7.7,0,Medium,Senior Engineer > Senior Engineer,Senior Engineer
354,35,M,Finance,Bachelors,8,4,0,8.5,0,Medium,Team Lead (Finance),Team Lead (Finance)
355,23,F,HR,Bachelors,1,2,1,3.5,0,Low,Senior HR Executive > HRBP > HR Manager,HR Manager
356,28,F,HR,Bachelors,6,0,0,8.8,0,Low,HR Executive > Senior HR Executive,Senior HR Executive
357,27,F,Engineering,Bachelors,1,2,0,6.9,0,Low,Senior Engineer > Tech Lead,Tech Lead
358,28,F,Engineering,Bachelors,6,3,0,9.7,1,Medium,Engineer > Senior Engineer,Senior Engineer
359,21,F,Operations,Bachelors,2,4,1,6.4,0,Medium,Senior Ops Associate,Senior Ops Associate
360,21,M,Operations,Bachelors,5,5,0,6.7,0,Low,Ops Associate,Ops Associate
361,29,M,Sales,Bachelors,2,2,0,4.0,0,Medium,Sales Associate > Senior Sales Associate,Senior Sales Associate
362,26,M,Marketing,Masters,5,2,1,4.9,0,Medium,Brand Lead > Brand Lead,Brand Lead
363,30,F,Finance,Bachelors,6,4,0,7.7,0,Medium,Senior Analyst,Senior Analyst
364,29,M,Marketing,Bachelors,4,4,0,7.4,0,High,Senior Marketing Associate > Senior Marketing Associate,Senior Marketing Associate
365,36,F,Marketing,Diploma,6,4,0,8.2,0,High,Marketing Associate > Senior Marketing Associate > Senior Marketing Associate,Senior Marketing Associate
366,26,F,Finance,Masters,0,7,0,7.5,0,Medium,Analyst,Analyst
367,35,M,Sales,Bachelors,3,2,1,5.3,0,Low,Senior Sales Associate,Senior Sales Associate
368,32,F,HR,Diploma,5,4,1,5.0,1,High,Senior HR Executive > Senior HR Executive,Senior HR Executive
369,30,F,Marketing,Diploma,1,3,1,5.5,0,Medium,Brand Lead > Brand Lead,Brand Lead
370,34,M,Engineering,Bachelors,1,2,0,5.8,0,Low,Engineer > Engineer,Engineer
371,33,F,Finance,Bachelors,4,3,0,8.2,0,Low,Senior Analyst > Team Lead (Finance),Team Lead (Finance)
372,33,F,Finance,Bachelors,2,7,0,4.8,0,Medium,Analyst,Analyst
373,29,F,Engineering,Masters,4,2,0,8.4,0,Low,Senior Engineer,Senior Engineer
374,27,F,Engineering,Bachelors,6,4,0,10.6,0,Medium,Junior Engineer > Engineer,Engineer
375,29,F,Engineering,Bachelors,3,1,1,7.1,0,Low,Engineer,Engineer
376,21,M,Sales,Bachelors,0,6,0,5.5,0,Medium,Senior Sales Associate,Senior Sales Associate
377,33,M,Engineering,Bachelors,6,1,1,9.2,1,Medium,Engineer > Senior Engineer > Senior Engineer,Senior Engineer
378,26,M,Marketing,Bachelors,2,4,1,5.3,0,Medium,Brand Lead,Brand Lead
379,28,M,HR,Bachelors,2,3,0,6.8,0,Medium,Senior HR Executive,Senior HR Executive
380,30,M,Marketing,Masters,2,3,0,7.2,0,Medium,Senior Marketing Associate > Senior Marketing Associate > Senior Marketing Associate,Senior Marketing Associate
381,28,F,Engineering,Bachelors,4,2,0,9.7,0,Medium,Senior Engineer > Senior Engineer > Tech Lead,Tech Lead
382,30,F,Sales,Bachelors,3,1,0,5.7,0,Medium,Team Lead (Sales) > Sales Manager > Sales Manager > Sales Manager,Sales Manager
383,27,M,Engineering,Bachelors,1,1,0,6.6,0,Low,Junior Engineer > Engineer,Engineer
384,19,M,Engineering,Bachelors,0,6,0,7.3,0,Medium,Engineer > Engineer,Engineer
385,29,M,Engineering,Diploma,5,3,0,10.4,0,Medium,Engineer > Senior Engineer,Senior Engineer
386,33,M,Marketing,Diploma,0,3,1,6.0,0,Medium,Senior Marketing Associate,Senior Marketing Associate
387,29,M,Engineering,Bachelors,3,5,0,8.0,0,Medium,Senior Engineer,Senior Engineer
388,34,M,Sales,Diploma,5,3,0,5.8,0,Low,Sales Associate,Sales Associate
389,30,F,Marketing,Diploma,1,2,0,6.3,0,Low,Senior Marketing Associate > Senior Marketing Associate > Brand Lead,Brand Lead
390,41,M,Marketing,Bachelors,6,0,1,7.6,0,Medium,Brand Lead > Marketing Manager,Marketing Manager
391,34,F,Sales,Bachelors,5,2,0,7.2,0,Medium,Team Lead (Sales) > Sales Manager,Sales Manager
392,30,M,Operations,Diploma,5,6,1,7.0,0,Medium,Senior Ops Associate,Senior Ops Associate
393,30,F,Finance,Diploma,4,1,0,8.1,0,Low,Team Lead (Finance),Team Lead (Finance)
394,33,F,Finance,Masters,2,3,0,7.4,0,Low,Senior Analyst > Team Lead (Finance),Team Lead (Finance)
395,18,F,HR,Bachelors,3,5,0,8.3,0,High,Senior HR Executive > HRBP,HRBP
396,19,M,Engineering,Diploma,3,3,0,8.8,0,Low,Senior Engineer > Senior Engineer,Senior Engineer
397,25,F,Sales,Bachelors,2,3,0,5.0,0,Medium,Senior Sales Associate > Team Lead (Sales) > Sales Manager,Sales Manager
398,32,M,Finance,Bachelors,5,3,0,6.1,0,Medium,Analyst > Analyst,Analyst
399,29,F,Sales,Bachelors,5,0,1,5.3,0,Medium,Team Lead (Sales) > Team Lead (Sales) > Team Lead (Sales) > Sales Manager,Sales Manager
400,25,M,HR,Bachelors,3,3,0,5.5,0,Low,HRBP > HR Manager > HR Manager,HR Manager
401,31,M,Operations,Bachelors,3,2,0,6.6,0,Low,Ops Supervisor,Ops Supervisor
402,26,F,Sales,Masters,4,1,0,5.0,0,Low,Sales Associate,Sales Associate
403,23,M,Sales,Bachelors,6,2,1,5.2,0,High,Sales Associate,Sales Associate
404,32,F,Operations,Bachelors,5,1,0,8.2,0,Medium,Ops Supervisor > Ops Manager,Ops Manager
405,30,M,Operations,Diploma,4,5,0,7.2,0,High,Ops Associate > Senior Ops Associate,Senior Ops Associate
406,27,F,Finance,Bachelors,4,2,1,7.0,0,Low,Senior Analyst,Senior Analyst
407,28,F,Engineering,Bachelors,2,1,0,8.2,0,Low,Senior Engineer > Tech Lead,Tech Lead
408,26,F,Engineering,Bachelors,2,2,0,8.9,0,Low,Senior Engineer,Senior Engineer
409,40,M,Operations,Bachelors,5,2,1,6.8,0,High,Ops Supervisor,Ops Supervisor
410,30,M,HR,Bachelors,4,7,1,5.2,0,High,Senior HR Executive > Senior HR Executive,Senior HR Executive
411,29,M,Engineering,Diploma,5,5,0,7.9,0,High,Senior Engineer > Senior Engineer,Senior Engineer
412,19,M,HR,Bachelors,2,5,0,5.5,0,Medium,HR Executive,HR Executive
413,25,M,HR,Diploma,6,3,0,6.5,0,Medium,Senior HR Executive > HRBP,HRBP
414,26,M,HR,Bachelors,5,2,0,7.8,0,Medium,HRBP,HRBP
415,37,M,Finance,Diploma,5,1,0,5.5,0,Medium,Team Lead (Finance),Team Lead (Finance)
416,30,F,Marketing,Bachelors,5,4,1,5.7,0,High,Senior Marketing Associate,Senior Marketing Associate
417,33,F,Engineering,Masters,5,3,0,11.6,0,Medium,Junior Engineer,Junior Engineer
418,39,M,HR,Bachelors,2,2,0,5.1,0,Medium,HR Executive > HR Executive,HR Executive
419,28,F,Marketing,Bachelors,5,2,0,6.8,0,Medium,Senior Marketing Associate > Senior Marketing Associate > Senior Marketing Associate,Senior Marketing Associate
420,32,F,Marketing,Diploma,3,2,1,8.0,0,Medium,Senior Marketing Associate > Brand Lead,Brand Lead
421,30,F,Sales,Bachelors,2,5,0,5.3,0,Medium,Senior Sales Associate > Team Lead (Sales),Team Lead (Sales)
422,20,M,Engineering,Masters,2,2,0,6.3,0,Low,Junior Engineer > Engineer > Engineer,Engineer
423,23,M,Finance,Masters,2,4,0,7.6,0,Medium,Analyst > Analyst,Analyst
424,31,M,Operations,Diploma,3,3,0,6.2,0,Low,Ops Associate > Senior Ops Associate > Ops Supervisor > Ops Manager,Ops Manager
425,33,M,Marketing,Bachelors,2,1,0,6.2,0,Low,Senior Marketing Associate > Brand Lead > Brand Lead,Brand Lead
426,36,M,Engineering,Bachelors,5,8,0,10.1,1,High,Senior Engineer > Tech Lead > Engineering Manager,Engineering Manager
427,33,M,Sales,Masters,1,3,1,5.4,0,Low,Team Lead (Sales) > Sales Manager,Sales Manager
428,34,M,HR,Bachelors,5,2,0,7.0,1,Low,HR Executive > Senior HR Executive > Senior HR Executive,Senior HR Executive
429,24,F,Operations,Masters,5,2,1,4.5,1,High,Ops Associate,Ops Associate
430,28,F,Finance,Bachelors,4,4,0,6.6,0,Low,Senior Analyst,Senior Analyst
431,32,M,Finance,Bachelors,2,3,1,6.7,0,High,Team Lead (Finance),Team Lead (Finance)
432,24,F,Marketing,Diploma,4,5,0,7.1,0,Medium,Marketing Associate > Senior Marketing Associate,Senior Marketing Associate
433,40,F,Engineering,Masters,4,3,0,8.1,0,High,Senior Engineer > Tech Lead,Tech Lead
434,33,F,Finance,Bachelors,3,1,1,7.2,0,Medium,Team Lead (Finance) > Finance Manager,Finance Manager
435,25,M,Operations,Masters,5,2,0,9.1,0,Low,Ops Supervisor,Ops Supervisor
436,33,M,Finance,Bachelors,0,5,0,5.6,0,Low,Analyst,Analyst
437,39,F,Operations,Bachelors,6,1,0,7.6,1,Medium,Ops Associate > Senior Ops Associate,Senior Ops Associate
438,33,F,Sales,Diploma,0,5,0,6.3,0,Low,Senior Sales Associate,Senior Sales Associate
439,27,M,HR,Masters,1,3,0,3.5,0,Low,Senior HR Executive > HRBP > HR Manager,HR Manager
440,22,M,Marketing,Bachelors,3,2,0,5.4,0,Medium,Marketing Associate > Marketing Associate,Marketing Associate
441,24,F,Operations,Bachelors,3,3,0,6.9,0,Medium,Ops Supervisor > Ops Supervisor,Ops Supervisor
442,21,M,HR,Bachelors,2,1,0,6.8,0,Low,HRBP > HR Manager,HR Manager
443,38,F,Operations,Diploma,7,5,0,9.3,1,Medium,Ops Supervisor,Ops Supervisor
444,31,F,Engineering,Diploma,3,3,1,8.7,0,Medium,Junior Engineer,Junior Engineer
445,31,M,Operations,Bachelors,2,2,0,5.8,0,Low,Ops Supervisor > Ops Supervisor,Ops Supervisor
446,23,F,Marketing,Diploma,4,1,1,6.0,0,Medium,Senior Marketing Associate > Senior Marketing Associate > Brand Lead,Brand Lead
447,33,F,Sales,Bachelors,2,4,0,5.3,0,Low,Sales Associate,Sales Associate
448,37,F,Engineering,Bachelors,5,3,0,10.3,0,Medium,Senior Engineer > Senior Engineer > Tech Lead,Tech Lead
449,22,F,Engineering,Masters,5,1,1,6.7,0,Medium,Engineer,Engineer
450,27,F,Marketing,Bachelors,0,2,0,5.1,0,Low,Marketing Associate > Senior Marketing Associate > Brand Lead,Brand Lead
451,27,M,HR,Diploma,1,5,1,4.0,0,Low,HRBP > HRBP > HRBP,HRBP
452,23,F,Finance,Masters,2,2,0,7.1,0,Medium,Team Lead (Finance) > Finance Manager,Finance Manager
453,31,F,Engineering,Bachelors,4,5,1,9.1,0,High,Engineer,Engineer
454,20,F,Operations,Masters,3,5,0,5.4,0,Medium,Ops Supervisor > Ops Supervisor > Ops Manager > Ops Manager,Ops Manager
455,34,M,Finance,Bachelors,3,2,0,9.3,0,Low,Analyst > Senior Analyst,Senior Analyst
456,26,M,Engineering,Bachelors,4,5,0,9.5,0,Medium,Engineer > Engineer,Engineer
457,27,F,Engineering,Masters,6,3,1,8.1,0,Low,Senior Engineer > Tech Lead,Tech Lead
458,32,M,Finance,Bachelors,5,2,0,7.2,0,Low,Team Lead (Finance) > Team Lead (Finance),Team Lead (Finance)
459,33,M,Marketing,Bachelors,2,3,1,6.9,0,Low,Brand Lead > Marketing Manager > Marketing Manager,Marketing Manager
460,38,F,Finance,Bachelors,0,3,1,7.7,1,Low,Analyst,Analyst
461,27,M,HR,Bachelors,5,4,0,6.1,0,Medium,Senior HR Executive > HRBP,HRBP
462,23,F,Operations,Masters,2,1,0,5.4,0,Low,Ops Supervisor > Ops Manager,Ops Manager
463,30,F,Marketing,Bachelors,3,1,1,8.4,0,Medium,Brand Lead,Brand Lead
464,32,F,Sales,Diploma,3,3,0,5.9,0,Medium,Team Lead (Sales),Team Lead (Sales)
465,32,M,Engineering,Bachelors,2,1,1,8.1,0,Low,Engineer > Senior Engineer > Tech Lead,Tech Lead
466,25,M,Engineering,Masters,1,3,0,8.1,0,Medium,Senior Engineer > Senior Engineer,Senior Engineer
467,42,F,Marketing,Diploma,1,4,0,4.1,0,Medium,Senior Marketing Associate,Senior Marketing Associate
468,15,F,Sales,Bachelors,6,6,1,5.4,1,High,Sales Associate > Senior Sales Associate > Senior Sales Associate,Senior Sales Associate
469,27,M,Marketing,Bachelors,8,2,0,5.0,0,Low,Senior Marketing Associate,Senior Marketing Associate
470,35,M,Marketing,Bachelors,8,3,0,8.2,0,Medium,Senior Marketing Associate,Senior Marketing Associate
471,29,M,Engineering,Bachelors,0,5,1,6.7,0,Medium,Junior Engineer > Junior Engineer > Junior Engineer,Junior Engineer
472,28,M,Operations,Masters,2,4,0,4.9,0,Medium,Ops Supervisor,Ops Supervisor
473,25,F,Sales,Masters,5,2,0,8.1,1,Medium,Team Lead (Sales) > Sales Manager > Sales Manager,Sales Manager
474,31,M,Sales,Masters,4,3,0,4.7,0,Medium,Senior Sales Associate > Team Lead (Sales),Team Lead (Sales)
475,20,F,Sales,Masters,0,1,0,4.0,0,Medium,Sales Associate > Senior Sales Associate,Senior Sales Associate
476,31,M,Finance,Bachelors,2,5,0,6.8,0,Low,Senior Analyst > Senior Analyst > Team Lead (Finance),Team Lead (Finance)
477,32,F,Operations,Bachelors,6,2,0,7.0,0,High,Ops Associate > Senior Ops Associate > Ops Supervisor > Ops Manager,Ops Manager
478,30,F,Finance,Bachelors,3,4,0,6.5,0,Medium,Team Lead (Finance),Team Lead (Finance)
479,23,F,Finance,Diploma,4,4,1,7.6,0,Medium,Team Lead (Finance) > Finance Manager,Finance Manager
480,28,M,Finance,Bachelors,0,3,0,4.5,0,Low,Senior Analyst,Senior Analyst
481,25,M,Finance,Bachelors,5,2,1,8.2,0,Medium,Team Lead (Finance) > Team Lead (Finance),Team Lead (Finance)
482,25,M,Operations,Diploma,4,3,0,8.6,0,Medium,Ops Associate > Senior Ops Associate > Ops Supervisor,Ops Supervisor
483,36,M,Sales,Bachelors,8,2,0,9.3,0,Low,Senior Sales Associate > Team Lead (Sales),Team Lead (Sales)
484,31,F,Finance,Bachelors,1,3,0,5.3,0,Low,Senior Analyst > Team Lead (Finance),Team Lead (Finance)
485,25,F,Operations,Bachelors,4,2,1,5.2,0,Medium,Senior Ops Associate,Senior Ops Associate
486,29,F,Sales,Bachelors,4,1,0,5.0,0,Medium,Sales Associate > Senior Sales Associate > Senior Sales Associate,Senior Sales Associate
487,29,F,Marketing,Bachelors,5,1,0,7.6,1,Medium,Marketing Associate,Marketing Associate
488,35,F,Operations,Bachelors,7,1,1,4.6,0,Medium,Senior Ops Associate,Senior Ops Associate
489,30,F,HR,Diploma,3,9,0,6.3,0,Medium,HR Executive,HR Executive
490,36,F,Operations,Diploma,4,3,0,7.2,0,Medium,Ops Associate > Ops Associate,Ops Associate
491,19,F,Engineering,Bachelors,3,8,0,7.9,0,High,Junior Engineer,Junior Engineer
492,36,F,Operations,Bachelors,4,3,0,6.6,0,Low,Senior Ops Associate > Ops Supervisor > Ops Manager > Ops Manager,Ops Manager
493,30,F,Finance,Diploma,5,4,0,6.1,0,Medium,Senior Analyst > Team Lead (Finance),Team Lead (Finance)
494,34,F,HR,Masters,4,1,0,6.9,0,Low,Senior HR Executive,Senior HR Executive
495,41,M,Operations,Bachelors,3,5,0,6.5,0,High,Ops Associate > Ops Associate > Ops Associate,Ops Associate
496,34,F,HR,Bachelors,1,4,0,3.6,0,Low,HRBP > HRBP > HR Manager,HR Manager
497,30,F,Sales,Diploma,3,4,1,7.8,0,Medium,Sales Associate > Sales Associate,Sales Associate
498,42,F,Marketing,Bachelors,3,2,0,5.7,1,Medium,Marketing Associate > Senior Marketing Associate > Brand Lead > Marketing Manager,Marketing Manager
499,33,F,Marketing,Diploma,6,3,1,9.2,0,High,Marketing Associate > Senior Marketing Associate,Senior Marketing Associate
500,30,F,Finance,Masters,3,2,0,8.1,0,Medium,Analyst,Analyst
